Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7008","August","2023","2023","°c","2.553","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1961","1961","°c","0.805","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1962","1962","°c","0.28","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1963","1963","°c","0.712","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1964","1964","°c","-0.211","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1965","1965","°c","0.294","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1966","1966","°c","-0.501","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1967","1967","°c","0.273","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1968","1968","°c","-0.602","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1969","1969","°c","0.575","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1970","1970","°c","-0.075","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1971","1971","°c","-0.129","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1972","1972","°c","0.039","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1973","1973","°c","-0.17","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1974","1974","°c","-0.222","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1975","1975","°c","0.102","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1976","1976","°c","-0.463","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1977","1977","°c","0.203","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1978","1978","°c","-0.197","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1979","1979","°c","-0.362","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1980","1980","°c","-0.204","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1981","1981","°c","0.059","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1982","1982","°c","0.101","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1983","1983","°c","0.062","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1984","1984","°c","-0.356","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1985","1985","°c","0.128","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1986","1986","°c","-0.182","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1987","1987","°c","0.588","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1988","1988","°c","0.758","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1989","1989","°c","0.055","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1990","1990","°c","-0.286","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1991","1991","°c","0.371","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1992","1992","°c","-0.215","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1993","1993","°c","0.531","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1994","1994","°c","0.801","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1995","1995","°c","0.878","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1996","1996","°c","0.381","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1997","1997","°c","1.726","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1998","1998","°c","0.974","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","1999","1999","°c","0.976","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2000","2000","°c","0.25","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2001","2001","°c","0.77","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2002","2002","°c","0.724","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2003","2003","°c","0.764","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2004","2004","°c","1.225","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2005","2005","°c","0.555","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2006","2006","°c","0.719","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2007","2007","°c","1.274","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2008","2008","°c","0.675","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2009","2009","°c","1.32","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2010","2010","°c","1.364","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2011","2011","°c","1.108","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2012","2012","°c","1.553","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2013","2013","°c","0.977","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2014","2014","°c","1.877","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2015","2015","°c","2.316","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2016","2016","°c","1.111","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2017","2017","°c","1.924","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2018","2018","°c","1.616","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2019","2019","°c","2.022","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2020","2020","°c","2.21","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2021","2021","°c","2.431","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2022","2022","°c","1.033","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7009","September","2023","2023","°c","3.015","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1961","1961","°c","0.283","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1962","1962","°c","-0.504","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1963","1963","°c","1.046","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1964","1964","°c","-0.678","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1965","1965","°c","0.042","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1966","1966","°c","0.171","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1967","1967","°c","0.255","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1968","1968","°c","0.047","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1969","1969","°c","-0.171","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1970","1970","°c","0.012","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1971","1971","°c","-0.79","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1972","1972","°c","0.202","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1973","1973","°c","-0.17","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1974","1974","°c","-0.366","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1975","1975","°c","-0.047","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1976","1976","°c","-0.385","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1977","1977","°c","0.157","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1978","1978","°c","0.152","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1979","1979","°c","0.465","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1980","1980","°c","0.412","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1981","1981","°c","-0.098","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1982","1982","°c","0.089","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1983","1983","°c","-0.041","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1984","1984","°c","0.476","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1985","1985","°c","0.335","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1986","1986","°c","-0.144","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1987","1987","°c","1.099","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1988","1988","°c","0.394","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1989","1989","°c","-0.124","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1990","1990","°c","0.865","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1991","1991","°c","0.317","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1992","1992","°c","0.278","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1993","1993","°c","0.72","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1994","1994","°c","0.881","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1995","1995","°c","0.733","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1996","1996","°c","0.691","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1997","1997","°c","1.207","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1998","1998","°c","0.92","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","1999","1999","°c","0.305","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2000","2000","°c","1.198","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2001","2001","°c","0.749","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2002","2002","°c","1.588","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2003","2003","°c","0.989","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2004","2004","°c","0.886","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2005","2005","°c","1.491","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2006","2006","°c","0.992","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2007","2007","°c","1.15","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2008","2008","°c","1.242","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2009","2009","°c","1.044","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2010","2010","°c","1.006","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2011","2011","°c","0.68","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2012","2012","°c","1.696","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2013","2013","°c","0.837","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2014","2014","°c","1.624","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2015","2015","°c","2.287","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2016","2016","°c","1.397","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2017","2017","°c","1.814","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2018","2018","°c","1.687","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2019","2019","°c","1.687","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2020","2020","°c","1.941","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2021","2021","°c","1.374","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2022","2022","°c","1.238","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7010","October","2023","2023","°c","2.697","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1961","1961","°c","0.5","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1962","1962","°c","0.08","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1963","1963","°c","0.513","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1964","1964","°c","-0.769","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1965","1965","°c","-0.016","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1966","1966","°c","-0.084","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1967","1967","°c","-0.23","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1968","1968","°c","0.299","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1969","1969","°c","0.459","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1970","1970","°c","-0.473","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1971","1971","°c","-0.48","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1972","1972","°c","0.491","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1973","1973","°c","-0.075","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1974","1974","°c","-0.272","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1975","1975","°c","-0.198","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1976","1976","°c","-0.184","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1977","1977","°c","0.365","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1978","1978","°c","0.086","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1979","1979","°c","0.002","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1980","1980","°c","-0.072","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1981","1981","°c","0.434","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1982","1982","°c","0.585","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1983","1983","°c","0.179","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1984","1984","°c","0.262","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1985","1985","°c","0.341","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1986","1986","°c","0.473","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1987","1987","°c","0.919","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1988","1988","°c","0.208","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1989","1989","°c","0.335","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1990","1990","°c","1.055","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1991","1991","°c","0.557","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1992","1992","°c","0.01","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1993","1993","°c","0.753","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1994","1994","°c","0.696","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1995","1995","°c","0.444","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1996","1996","°c","0.381","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1997","1997","°c","1.353","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1998","1998","°c","0.556","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","1999","1999","°c","0.097","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2000","2000","°c","0.566","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2001","2001","°c","1.09","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2002","2002","°c","1.183","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2003","2003","°c","0.9","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2004","2004","°c","0.941","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2005","2005","°c","1.077","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2006","2006","°c","0.566","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2007","2007","°c","0.947","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2008","2008","°c","0.96","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2009","2009","°c","1.71","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2010","2010","°c","0.696","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2011","2011","°c","0.372","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2012","2012","°c","1.205","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2013","2013","°c","0.756","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2014","2014","°c","1.195","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2015","2015","°c","2.048","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2016","2016","°c","1.279","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2017","2017","°c","1.083","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2018","2018","°c","1.212","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2019","2019","°c","1.603","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2020","2020","°c","1.318","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2021","2021","°c","0.925","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2022","2022","°c","0.246","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7011","November","2023","2023","°c","2.6","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1961","1961","°c","-0.216","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1962","1962","°c","-0.125","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1963","1963","°c","0.001","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1964","1964","°c","-0.592","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1965","1965","°c","0.304","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1966","1966","°c","0.03","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1967","1967","°c","-0.225","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1968","1968","°c","-0.105","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1969","1969","°c","-0.055","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1970","1970","°c","0.465","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1971","1971","°c","0.004","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1972","1972","°c","0.472","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1973","1973","°c","-0.034","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1974","1974","°c","-0.523","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1975","1975","°c","-0.147","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1976","1976","°c","0.147","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1977","1977","°c","0.063","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1978","1978","°c","-0.141","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1979","1979","°c","0.36","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1980","1980","°c","0.193","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1981","1981","°c","0.25","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1982","1982","°c","0.248","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1983","1983","°c","0.184","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1984","1984","°c","0.183","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1985","1985","°c","0.16","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1986","1986","°c","0.414","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1987","1987","°c","0.778","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1988","1988","°c","0.252","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1989","1989","°c","-0.068","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1990","1990","°c","0.601","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1991","1991","°c","0.932","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1992","1992","°c","0.172","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1993","1993","°c","0.613","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1994","1994","°c","0.938","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1995","1995","°c","0.658","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1996","1996","°c","0.877","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1997","1997","°c","1.294","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1998","1998","°c","0.844","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","1999","1999","°c","0.547","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2000","2000","°c","0.599","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2001","2001","°c","0.723","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2002","2002","°c","1.204","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2003","2003","°c","1.346","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2004","2004","°c","1.055","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2005","2005","°c","0.525","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2006","2006","°c","1.097","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2007","2007","°c","0.847","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2008","2008","°c","0.653","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2009","2009","°c","0.872","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2010","2010","°c","0.91","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2011","2011","°c","0.851","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2012","2012","°c","1.509","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2013","2013","°c","1.142","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2014","2014","°c","1.114","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2015","2015","°c","2.028","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2016","2016","°c","1.358","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2017","2017","°c","1.191","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2018","2018","°c","1.072","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2019","2019","°c","1.446","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2020","2020","°c","1.219","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2021","2021","°c","0.99","E","Estimated value"
"ET","Temperature change on land","076","Brazil","7271","Temperature change","7012","December","2022","2022","°c","0.795","E","Estimated value"
